Protein Name,String 1,String 2,String 3
VFG051084(gb|WP_000020713.1) (tssA) type VI secretion system protein TssA [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],gb|WP_000020713.1,tssA,VF1337
VFG051098(gb|WP_002001416.1) (clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],gb|WP_002001416.1,clpV/tssH,VF1337
"VFG051109(gb|YP_001083177.1) (tse1) T6SS effector Tse1, predicted lipase [T6SS secreted effectors (VF1338) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]",gb|YP_001083177.1,tse1,VF1338
"VFG051110(gb|YP_001083606.1) (tse2) T6SS effector Tse2, predicted nuclease [T6SS secreted effectors (VF1338) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]",gb|YP_001083606.1,tse2,VF1338
"VFG051111(gb|YP_001084320.1) (tse3) T6SS effector Tse3, unknown function [T6SS secreted effectors (VF1338) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]",gb|YP_001084320.1,tse3,VF1338
"VFG051112(gb|YP_001086354.1) (tse4) T6SS effector Tse4, a bifunctional cell wall-targeting enzyme [T6SS secreted effectors (VF1338) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ATCC 17978]",gb|YP_001086354.1,tse4,VF1338
VFG038261(gb|WP_016352107) (exeA) general secretion pathway protein A [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016352107,exeA,VF0478
VFG038265(gb|WP_016352108) (exeB) general secretion pathway protein B [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016352108,exeB,VF0478
VFG038269(gb|WP_075384415) (exeC) general secretion pathway protein C [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_075384415,exeC,VF0478
VFG038273(gb|WP_016349335) (exeD) general secretion pathway protein D [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349335,exeD,VF0478
VFG038277(gb|WP_016349336) (exeE) general secretory pathway protein E [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349336,exeE,VF0478
VFG038281(gb|WP_016349337) (exeF) general secretion pathway protein F [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349337,exeF,VF0478
VFG038285(gb|WP_005308483) (exeG) general secretion pathway protein G [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_005308483,exeG,VF0478
VFG038289(gb|WP_016349339) (exeH) general secretion pathway protein H [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349339,exeH,VF0478
VFG038293(gb|WP_016349340) (exeI) general secretion pathway protein I [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349340,exeI,VF0478
VFG038297(gb|WP_016349341) (exeJ) general secretion pathway protein J [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349341,exeJ,VF0478
VFG038301(gb|WP_016349342) (exeK) general secretion pathway protein K [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349342,exeK,VF0478
VFG038305(gb|WP_016349343) (exeL) general secretion pathway protein L [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349343,exeL,VF0478
VFG038309(gb|WP_016349344) (exeM) general secretion pathway protein M [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_016349344,exeM,VF0478
VFG038313(gb|WP_043118380) (exeN) general secretion pathway protein N [Exe T2SS (VF0478) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119],gb|WP_043118380,exeN,VF0478
VFG038317(gb|WP_016352170) (tapD/pilD) prepilin peptidase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],gb|WP_016352170,tapD/pilD,VF0475
VFG038320(gb|WP_005320812) (ascL) Type III secretion system C ring protein AscL [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320812,ascL,VF0479
VFG038321(gb|WP_005320811) (ascK) Type III secretion system C ring protein AscK [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320811,ascK,VF0479
VFG038322(gb|WP_180975055) (ascJ) type III secretion system OM ring protein AscJ [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_180975055,ascJ,VF0479
VFG038323(gb|WP_005320806) (ascI) Type III secretion system inner rod protein AscI [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320806,ascI,VF0479
"VFG038324(gb|WP_005320804) (ascH) Type III secretion system protein AscH, regulator needle assembling [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320804,ascH,VF0479
VFG038325(gb|WP_005320802) (ascG) chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320802,ascG,VF0479
VFG038326(gb|WP_005320800) (ascF) Type III secretion system needle complex subunit AscF [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320800,ascF,VF0479
VFG038327(gb|WP_005320797) (ascE) chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320797,ascE,VF0479
VFG038328(gb|WP_005320795) (ascD) Type III secretion system OM ring protein AscD [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320795,ascD,VF0479
VFG038329(gb|WP_011899438) (ascC) Type III secretion system OM ring protein AscC [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_011899438,ascC,VF0479
VFG038330(gb|WP_011899439) (ascB) chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_011899439,ascB,VF0479
VFG038331(gb|WP_005320790) (exsD) Type III secretion system protein ExsD [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320790,exsD,VF0479
VFG038332(gb|WP_192914500) (exsA) Type III secretion system transcriptional regulator [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_192914500,exsA,VF0479
VFG038333(gb|WP_011899440) (exsB) type III secretion system OM ring protein ExsB [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_011899440,exsB,VF0479
VFG038334(gb|WP_005320785) (exsE) Type III secretion system regulator [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320785,exsE,VF0479
VFG038335(gb|WP_005320783) (exsC) chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320783,exsC,VF0479
VFG038336(gb|WP_005320781) (aopD) Type III secretion system translocator AopD [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320781,aopD,VF0479
VFG038337(gb|WP_005320780) (aopB) Type III secretion system translocator AopB [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320780,aopB,VF0479
VFG038338(gb|WP_005320778) (acrH) chaperon protein for AopB/AopD [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320778,acrH,VF0479
VFG038339(gb|WP_005320777) (acrV) Type III secretion system tip translocon AcrV  [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320777,acrV,VF0479
"VFG038340(gb|WP_005320774) (acrG) Type III secretion system protein, LcrG-like [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320774,acrG,VF0479
"VFG038341(gb|WP_005320772) (acrR) Type III secretion system regulator, LcrR-like [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320772,acrR,VF0479
VFG038342(gb|WP_005320770) (ascV) Type III secretion system inner membrane export apparatus protein AscV [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320770,ascV,VF0479
VFG038343(gb|WP_005320768) (ascY) chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320768,ascY,VF0479
"VFG038344(gb|WP_005320766) (ascX) Unknown function, chaperoned by AscY [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320766,ascX,VF0479
VFG038345(gb|WP_005320764) (acr2) chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320764,acr2,VF0479
VFG038346(gb|WP_005320760) (acr1) Type III secretion system gatekeeper subunit  [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320760,acr1,VF0479
"VFG038347(gb|WP_005320757) (aopN) AopN, secretion control of translocators and immune suppressor [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320757,aopN,VF0479
VFG038348(gb|WP_005320755) (ascN) Type III secretion system ATPase [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320755,ascN,VF0479
VFG038349(gb|WP_005320751) (ascO) Type III secretion system protein AscO [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320751,ascO,VF0479
"VFG038350(gb|WP_005320749) (ascP) Type III secretion system protein AscP, needle length control, ruler protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320749,ascP,VF0479
VFG038351(gb|WP_005320747) (ascQ) type III secretion system protein AscQ [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320747,ascQ,VF0479
VFG038352(gb|WP_005320745) (ascR) Type III secretion system inner membrane export apparatus protein AscR [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320745,ascR,VF0479
VFG038353(gb|WP_005320743) (ascS) type III secretion system inner membrane export apparatus protein AscS [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320743,ascS,VF0479
VFG038354(gb|WP_005320741) (ascT) Type III secretion system inner membrane export apparatus protein AscT [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320741,ascT,VF0479
VFG038355(gb|WP_005320739) (ascU) Type III secretion system inner membrane export apparatus protein AscU [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320739,ascU,VF0479
VFG038356 (aopX) hypothetical protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],aopX,VF0479,VFC0086
VFG038357(gb|WP_005320736) (sycX) hypothetical protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320736,sycX,VF0479
VFG038358(gb|WP_005321603) (sycH) AopH chaperone SycH [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005321603,sycH,VF0479
"VFG038359(gb|WP_005321607) (aopH) Type III secretion system effector AopH, putative tyrosine phosphatase [T3SS secreted effectors (VF0652) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005321607,aopH,VF0652
"VFG038360(gb|WP_011899436) (ati2) Type III secretion system effector Ati2, Inositol polyphosphate 5-phosphatase [T3SS secreted effectors (VF0652) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_011899436,ati2,VF0652
VFG038361(gb|WP_005320818) (ati1) Ati2 chaperone [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005320818,ati1,VF0479
VFG038362(gb|WP_005321180) (sycO) AopO chaperone [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449],gb|WP_005321180,sycO,VF0479
"VFG038363(gb|WP_005321178) (aopO) Type III secretion system effector AopO, putative serine/threonine kinase [T3SS secreted effectors (VF0652) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005321178,aopO,VF0652
"VFG038364(gb|WP_005320615) (aexT) Type III secretion system effector AexT, bifunctional toxin with GTPase and ADPribosylase activity [T3SS secreted effectors (VF0652) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]",gb|WP_005320615,aexT,VF0652
VFG038365(gb|WP_011705044) (hcp1) HcpA-like protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705044,hcp1,VF0480
"VFG038367(gb|WP_011705045) (vgrG1) Type VI secretion system effector VgrG1, ADP-ribosyltransferase  [T6SS secreted effectors (VF0651) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]",gb|WP_011705045,vgrG1,VF0651
VFG038369(gb|WP_011705706) (hcp) hemolysin co-regulated protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705706,hcp,VF0480
VFG038371(gb|WP_011705707) (vgrG2) VgrG protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705707,vgrG2,VF0480
VFG038373(gb|WP_011705708) (atsA) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705708,atsA,VF0480
VFG038374(gb|WP_011705709) (atsB) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705709,atsB,VF0480
VFG038375(gb|WP_011705710) (atsC) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705710,atsC,VF0480
VFG038376(gb|WP_164927604) (atsD) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_164927604,atsD,VF0480
VFG038378(gb|WP_011705712) (vipA) Type VI secretion system contractile sheath small subunit TssB/VipA [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705712,vipA,VF0480
VFG038380(gb|WP_043163044) (vipB) Type VI secretion system contractile sheath large subunit TssC/VipB [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_043163044,vipB,VF0480
VFG038381(gb|WP_011705714) (atsG) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705714,atsG,VF0480
VFG038383(gb|WP_011705715) (atsH) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705715,atsH,VF0480
VFG038385(gb|WP_011705716) (atsI) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705716,atsI,VF0480
VFG038387(gb|WP_011705717) (atsJ) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705717,atsJ,VF0480
VFG038389(gb|WP_011705718) (atsK) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705718,atsK,VF0480
VFG038391(gb|WP_011705719) (atsL) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705719,atsL,VF0480
VFG038393(gb|WP_010634228) (dotU) Type VI secretion system protein DotU [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_010634228,dotU,VF0480
VFG038395(gb|WP_011705721) (clpB) type VI secretion system ATPase ClpV1 [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705721,clpB,VF0480
VFG038397(gb|WP_011705722) (vasH) sigma-54 dependent transcriptional regulator [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705722,vasH,VF0480
VFG038399(gb|WP_011705723) (atsP) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705723,atsP,VF0480
VFG038401(gb|WP_011705724) (atsQ) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705724,atsQ,VF0480
VFG038402(gb|WP_011705725) (vasK/icmF) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705725,vasK/icmF,VF0480
VFG038403(gb|WP_011705726) (atsS) Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705726,atsS,VF0480
VFG038405(gb|WP_011705727) (AHA_RS09305) type VI secretion system PAAR protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705727,AHA_RS09305,VF0480
VFG038407(gb|WP_011705728) (vgrG3) VgrG protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966],gb|WP_011705728,vgrG3,VF0480
VFG038409(gb|WP_011704492) (fimA) fimbrial protein [Type I pili (VF0486) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],gb|WP_011704492,fimA,VF0486
VFG038413(gb|WP_043118350) (fimC) outer membrane usher protein [Type I pili (VF0486) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],gb|WP_043118350,fimC,VF0486
VFG038417(gb|WP_016349294) (fimD) fimbrial chaperone protein [Type I pili (VF0486) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],gb|WP_016349294,fimD,VF0486
VFG038421(gb|WP_043118352) (fimE) fimbrial protein [Type I pili (VF0486) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],gb|WP_043118352,fimE,VF0486
VFG038425(gb|WP_016349296) (fimF) fimbrial protein [Type I pili (VF0486) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],gb|WP_016349296,fimF,VF0486
"VFG038429(gb|WP_016352167) (tapA) type IV pilus pilin subunit, pilA-like [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119]",gb|WP_016352167,tapA,VF0475
"VFG038432(gb|WP_016352168) (tapB) type IV pilus assembly ATPase, PilB-like [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119]",gb|WP_016352168,tapB,VF0475
